team_name,player_name,player_full_name,GM,Min,Age,player_position,games_by_team,minutes_played_by_team,minutes_played_percentage,total_gross_salary,signed,contract_expiration,season,transfer_window,club_id_tmkt,player_id,transfer_price,contract_length_years,player_annual_fee,player_annual_cost,team_total_salary,team_total_fees,team_total_cost,player_annual_cost_percentage
Juárez,J. Torres,Jairo Torres,13,825,25,Central Midfielder,28,2520,0.33,1060000.0,21-02-2024,30-06-2026,,,,,,2.0,,1060000,12850000.0,5433333,18283333,0.058
Atlético San Luis,Juanpe,Juan Pedro Ramírez López,11,824,34,Right Centre Back,26,2340,0.35,530000.0,03-07-2025,31-05-2027,,,,,,2.0,,530000,8040000.0,1600000,9640000,0.055
Puebla,F. Monárrez,Fernando Monárrez,12,821,26,Left Wing Back,26,2340,0.35,700000.0,06-07-2025,30-06-2026,25/26,Verano europeo,5662.0,644271.0,700000.0,1.0,700000.0,1400000,11000000.0,7816667,18816667,0.074
Guadalajara,M. Gómez,Miguel Gómez,16,815,23,Right Back,30,2700,0.3,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,27200000.0,22351667,49551667,0.002
Monterrey,L. Cárdenas,Luis Cárdenas,9,810,32,Goalkeeper,36,3240,0.25,530000.0,18-08-2023,30-06-2026,,,,,,3.0,,530000,47650000.0,10834167,61864167,0.009
Toluca,Pau López,Pau López,9,810,30,Goalkeeper,34,3060,0.26,,,,,,,,,,,0,25380000.0,25421667,50801667,0.0
Atlético San Luis,M. Klimowicz,Mateo Klimowicz,20,801,25,Centre Attacking Midfielder,26,2340,0.34,280000.0,01-01-2024,30-06-2026,,,,,,2.0,,280000,8040000.0,1600000,9640000,0.029
Atlas,M. Nervo,Martín Nervo,9,798,34,Central Defender,25,2250,0.35,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Juárez,D. Villalpando,Dieter Villalpando,22,796,34,Centre Forward,28,2520,0.32,440000.0,01-01-2024,30-06-2026,,,,,,2.0,,440000,12850000.0,5433333,18283333,0.024
Toluca,Helinho,Helinho,20,794,25,Right Attacking Midfielder,34,3060,0.26,1280000.0,15-09-2024,30-06-2026,24/25,Verano europeo,1804.0,412365.0,13500000.0,2.0,6750000.0,8030000,25380000.0,25421667,50801667,0.158
Puebla,M. Ramírez,Miguel Ramírez,14,790,23,Central Midfielder,26,2340,0.34,210000.0,03-07-2025,01-07-2026,,,,,,1.0,,210000,11000000.0,7816667,18816667,0.011
Puebla,E. Lozano,Esteban Lozano,16,788,22,Centre Forward,26,2340,0.34,190000.0,01-07-2025,30-06-2026,,,,,,1.0,,190000,11000000.0,7816667,18816667,0.01
Tijuana,A. Mejía,Aarón Mejía,15,785,24,Right Back,26,2340,0.34,150000.0,01-07-2023,30-06-2026,,,,,,3.0,,150000,11350000.0,11783333,23133333,0.006
Tijuana,S. Nicholson,Shamar Nicholson,18,773,28,Centre Forward,26,2340,0.33,790000.0,02-02-2025,30-06-2026,24/25,Invierno europeo,13353.0,354666.0,1600000.0,1.0,1600000.0,2390000,11350000.0,11783333,23133333,0.103
Guadalajara,C. Cowell,Cade Cowell,23,769,22,Centre Forward,30,2700,0.28,1500000.0,15-01-2024,30-06-2026,,,,,,2.0,,1500000,27200000.0,22351667,49551667,0.03
Guadalajara,A. Mozo,Alan Mozo,14,768,28,Right Midfielder,30,2700,0.28,1500000.0,13-09-2024,30-06-2028,,,,,,4.0,,1500000,27200000.0,22351667,49551667,0.03
Guadalajara,R. Ledezma,Richard Ledezma,14,767,25,Right Midfielder,30,2700,0.28,1230000.0,01-07-2025,30-06-2026,,,,,,1.0,,1230000,27200000.0,22351667,49551667,0.025
Querétaro,E. Armenta,Eduardo Armenta,12,764,23,Central Midfielder,22,1980,0.39,250000.0,08-01-2025,30-06-2026,24/25,Invierno europeo,4961.0,654144.0,600000.0,1.0,600000.0,850000,11550000.0,8850000,20400000,0.042
Pumas UNAM,R. López,Rodrigo López,19,757,24,Right Attacking Midfielder,32,2880,0.26,190000.0,29-08-2023,30-06-2026,,,,,,3.0,,190000,12860000.0,5755000,18615000,0.01
León,A. Frías,Adonis Frías,10,750,27,Left Centre Back,28,2520,0.3,,,,,,,,,,,0,18000000.0,10275833,28275833,0.0
Atlas,G. del Prete,Gustavo del Prete,18,747,29,Centre Forward,25,2250,0.33,800000.0,01-01-2025,30-06-2026,24/25,Invierno europeo,8590.0,671951.0,2000000.0,1.0,2000000.0,2800000,10890000.0,6566667,17456667,0.16
Mazatlán,Y. Bárcenas,Yoel Bárcenas,10,744,32,Right Midfielder,25,2250,0.33,530000.0,01-07-2022,30-06-2026,,,,,,4.0,,530000,9710000.0,1747917,11457917,0.046
Tigres UANL,S. Córdova,Sebastián Córdova,24,739,28,Centre Forward,37,3330,0.22,1280000.0,01-01-2022,31-12-2025,,,,,,3.0,,1280000,36450000.0,10285834,46735834,0.027
Santos Laguna,J. Carrillo,Jordán Carrillo,20,733,23,Centre Attacking Midfielder,24,2160,0.34,110000.0,01-07-2021,30-06-2025,,,,,,4.0,,110000,9150000.0,3645833,12795833,0.009
Pachuca,Kenedy,Kenedy,15,727,29,Right Attacking Midfielder,32,2880,0.25,2380000.0,05-06-2025,30-06-2026,,,,,,1.0,,2380000,18330000.0,0,18330000,0.13
Pumas UNAM,L. Suárez,Leo Suárez,12,722,29,Right Attacking Midfielder,32,2880,0.25,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Querétaro,F. Russo,Franco Russo,8,720,31,Right Centre Back,22,1980,0.36,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Querétaro,P. Barrera,Pablo Barrera,15,719,38,Right Attacking Midfielder,22,1980,0.36,810000.0,01-08-2025,31-12-2025,,,,,,0.0,,810000,11550000.0,8850000,20400000,0.04
Puebla,E. Guerra,Edgar Guerra,13,716,24,Right Midfielder,26,2340,0.31,610000.0,,31-12-2026,,,,,,,,610000,11000000.0,7816667,18816667,0.032
Querétaro,D. Reyes,Diego Reyes,9,715,33,Right Centre Back,22,1980,0.36,700000.0,17-08-2025,30-06-2026,,,,,,1.0,,700000,11550000.0,8850000,20400000,0.034
Atlas,S. Hernández,Sergio Hernandez,12,708,21,Central Midfielder,25,2250,0.31,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Atlético San Luis,Yan Phillipe,Yan Phillipe,16,704,21,Centre Forward,26,2340,0.3,90000.0,31-01-2024,31-12-2026,,,,,,2.0,,90000,8040000.0,1600000,9640000,0.009
León,D. Ramírez,David Ramírez,17,690,29,Right Back,28,2520,0.27,160000.0,01-07-2020,30-06-2026,,,,,,6.0,,160000,18000000.0,10275833,28275833,0.006
Necaxa,F. Rossano,Franco Rossano,13,686,20,Left Back,29,2610,0.26,210000.0,01-07-2025,30-06-2026,,,,,,1.0,,210000,8700000.0,6121867,14821867,0.014
Tigres UANL,U. Antuna,Uriel Antuna,23,676,28,Right Attacking Midfielder,37,3330,0.2,3130000.0,27-08-2024,30-06-2028,24/25,Verano europeo,7055.0,355998.0,7210000.0,4.0,1802500.0,4932500,36450000.0,10285834,46735834,0.106
Puebla,B. Angulo León,Brayan Alexis Angulo León,9,675,36,Central Midfielder,26,2340,0.29,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Toluca,A. Briseño,Antonio Briseño,13,674,31,Right Centre Back,34,3060,0.22,700000.0,01-01-2025,30-06-2026,24/25,Invierno europeo,1804.0,107444.0,900000.0,1.0,900000.0,1600000,25380000.0,25421667,50801667,0.031
Pumas UNAM,A. Medina,Alan Medina,18,672,28,Centre Forward,32,2880,0.23,350000.0,16-08-2025,16-08-2026,,,,,,1.0,,350000,12860000.0,5755000,18615000,0.019
Santos Laguna,S. Mariscal,Salvador Mariscal,13,663,22,Central Midfielder,24,2160,0.31,90000.0,01-07-2024,30-06-2026,,,,,,2.0,,90000,9150000.0,3645833,12795833,0.007
León,I. Díaz,Ismael Díaz,11,659,28,Left Attacking Midfielder,28,2520,0.26,560000.0,24-07-2025,30-06-2028,25/26,Verano europeo,4941.0,243298.0,425000.0,3.0,141667.0,701667,18000000.0,10275833,28275833,0.025
Guadalajara,S. Sandoval,Santiago Sandoval,12,657,18,Centre Forward,30,2700,0.24,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,27200000.0,22351667,49551667,0.002
Guadalajara,H. Camberos,Hugo Camberos,16,654,18,Left Attacking Midfielder,30,2700,0.24,110000.0,07-07-2025,30-06-2027,,,,,,2.0,,110000,27200000.0,22351667,49551667,0.002
Tigres UANL,I. López,Édgar López,16,653,26,Centre Forward,37,3330,0.2,440000.0,01-07-2025,30-06-2026,,,,,,1.0,,440000,36450000.0,10285834,46735834,0.009
Tigres UANL,Rafael Carioca,Rafael Carioca,13,646,36,Central Midfielder,37,3330,0.19,,,,,,,,,,,0,36450000.0,10285834,46735834,0.0
Club América,D. Espinoza,Dagoberto Espinoza,11,642,21,Right Back,35,3150,0.2,190000.0,01-07-2024,30-06-2026,,,,,,2.0,,190000,39090000.0,25266667,64356667,0.003
Juárez,R. Fulgencio,Raymundo Fulgencio,19,638,25,Left Midfielder,28,2520,0.25,440000.0,15-07-2025,30-06-2028,25/26,Verano europeo,49283.0,600905.0,2500000.0,3.0,833333.0,1273333,12850000.0,5433333,18283333,0.07
Monterrey,R. de la Rosa,Roberto de la Rosa,23,637,25,Centre Forward,36,3240,0.2,790000.0,01-07-2025,30-06-2026,25/26,Verano europeo,2407.0,371168.0,1500000.0,1.0,1500000.0,2290000,47650000.0,10834167,61864167,0.037
Atlas,A. González,Arturo González,19,636,31,Right Attacking Midfielder,25,2250,0.28,800000.0,16-07-2025,30-06-2026,25/26,Verano europeo,8590.0,185012.0,2500000.0,1.0,2500000.0,3300000,10890000.0,6566667,17456667,0.189
Querétaro,A. Pérez,Aldahir Pérez,14,634,21,Central Midfielder,22,1980,0.32,110000.0,01-01-2025,30-06-2026,,,,,,1.0,,110000,11550000.0,8850000,20400000,0.005
Tigres UANL,M. Farfan,Marco Farfan,10,633,27,Left Back,37,3330,0.19,960000.0,06-08-2025,30-06-2026,25/26,Verano europeo,7055.0,429443.0,2000000.0,1.0,2000000.0,2960000,36450000.0,10285834,46735834,0.063
Club América,I. Violante,Isaías Violante,24,631,22,Centre Forward,35,3150,0.2,530000.0,14-11-2024,30-06-2028,25/26,Verano europeo,3631.0,668496.0,7000000.0,4.0,1750000.0,2280000,39090000.0,25266667,64356667,0.035
León,Á. Estrada,Ángel Estrada,17,626,22,Defensive Midfielder,28,2520,0.25,160000.0,11-07-2025,31-12-2025,,,,,,0.0,,160000,18000000.0,10275833,28275833,0.006
Mazatlán,O. Moreno,Omar Moreno,14,624,20,Left Attacking Midfielder,25,2250,0.28,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
Santos Laguna,K. Palacios,Kevin Palacios,12,620,25,Left Attacking Midfielder,24,2160,0.29,630000.0,10-07-2025,30-06-2029,25/26,Verano europeo,1403.0,906775.0,850000.0,4.0,212500.0,842500,9150000.0,3645833,12795833,0.066
Atlas,P. Ramírez,Paulo Ramírez,13,613,23,Central Midfielder,25,2250,0.27,110000.0,01-01-2025,30-06-2026,,,,,,1.0,,110000,10890000.0,6566667,17456667,0.006
Guadalajara,J. Hernández,Chicharito,13,606,37,Centre Forward,30,2700,0.22,5000000.0,24-01-2024,30-06-2026,,,,,,2.0,,5000000,27200000.0,22351667,49551667,0.101
Club América,D. Valdés,Diego Valdés,17,606,31,Centre Forward,35,3150,0.19,,,,,,,,,,,0,39090000.0,25266667,64356667,0.0
Mazatlán,M. Laínez,Mauro Laínez,18,602,29,Left Attacking Midfielder,25,2250,0.27,500000.0,01-07-2024,30-06-2026,24/25,Verano europeo,82696.0,325600.0,700000.0,2.0,350000.0,850000,9710000.0,1747917,11457917,0.074
Querétaro,R. Cisneros,Ronaldo Cisneros,13,599,28,Centre Forward,22,1980,0.3,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Pachuca,J. Berlanga,Jorge Berlanga,10,598,22,Right Back,32,2880,0.21,100000.0,01-01-2024,30-06-2026,,,,,,2.0,,100000,18330000.0,0,18330000,0.005
Guadalajara,O. Govea,Omar Govea,8,582,29,Central Midfielder,30,2700,0.22,560000.0,01-07-2024,30-06-2027,24/25,Verano europeo,6711.0,282927.0,2300000.0,3.0,766667.0,1326667,27200000.0,22351667,49551667,0.027
Santos Laguna,A. Ocejo,Alberto Ocejo,14,580,27,Centre Forward,24,2160,0.27,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Mazatlán,A. Torres,Alan Torres,11,580,25,Central Midfielder,25,2250,0.26,700000.0,01-07-2024,30-06-2027,,,,,,3.0,,700000,9710000.0,1747917,11457917,0.061
Juárez,Ricardinho,Ricardinho,12,579,27,Left Attacking Midfielder,28,2520,0.23,440000.0,01-07-2025,30-06-2028,,,,,,3.0,,440000,12850000.0,5433333,18283333,0.024
Mazatlán,J. Hernández,Jesús Hernández,12,568,24,Right Attacking Midfielder,25,2250,0.25,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
Atlas,C. Orrantía,Carlos Orrantía,14,567,34,Right Midfielder,25,2250,0.25,440000.0,01-01-2025,30-06-2026,24/25,Invierno europeo,8590.0,124788.0,400000.0,1.0,400000.0,840000,10890000.0,6566667,17456667,0.048
Mazatlán,J. Intriago,Jefferson Intriago,10,561,29,Central Midfielder,25,2250,0.25,980000.0,20-11-2023,31-12-2027,,,,,,4.0,,980000,9710000.0,1747917,11457917,0.086
Tijuana,P. Ortíz,Pablo Ortíz,11,558,23,Left Back,26,2340,0.24,230000.0,09-06-2025,30-06-2026,,,,,,1.0,,230000,11350000.0,11783333,23133333,0.01
León,A. Guardado,Andrés Guardado,7,551,39,Defensive Midfielder,28,2520,0.22,,,,,,,,,,,0,18000000.0,10275833,28275833,0.0
Guadalajara,R. Martínez,Raúl Martínez,7,549,22,Left Centre Back,30,2700,0.2,110000.0,01-09-2023,30-06-2026,,,,,,3.0,,110000,27200000.0,22351667,49551667,0.002
Mazatlán,S. Rodríguez,Salvador Rodriguez,13,543,24,Left Back,25,2250,0.24,130000.0,04-04-2024,30-06-2027,,,,,,3.0,,130000,9710000.0,1747917,11457917,0.011
Querétaro,C. Villanueva,Carlos Villanueva,7,541,31,Right Centre Back,22,1980,0.27,350000.0,22-07-2025,30-06-2026,25/26,Verano europeo,4961.0,234242.0,350000.0,1.0,350000.0,700000,11550000.0,8850000,20400000,0.034
Mazatlán,Samir,Samir,9,540,30,Left Centre Back,25,2250,0.24,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
León,A. Blanco,Alfonso Blanco,6,540,38,Goalkeeper,28,2520,0.21,410000.0,01-07-2020,30-06-2026,,,,,,6.0,,410000,18000000.0,10275833,28275833,0.015
Querétaro,José Hernández,José Hernández,6,540,28,Goalkeeper,22,1980,0.27,310000.0,24-06-2025,30-06-2026,,,,,,1.0,,310000,11550000.0,8850000,20400000,0.015
Querétaro,J. Canale,José Canale,6,540,29,Left Centre Back,22,1980,0.27,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Atlético San Luis,Robson Bambu,Robson Alves de Barros,6,540,28,Right Centre Back,26,2340,0.23,800000.0,12-09-2025,30-06-2026,25/26,Verano europeo,40188.0,458715.0,400000.0,1.0,400000.0,1200000,8040000.0,1600000,9640000,0.124
Guadalajara,D. Aguirre,Daniel Aguirre,9,537,26,Right Centre Back,30,2700,0.2,350000.0,01-07-2024,30-06-2027,24/25,Verano europeo,6711.0,636066.0,225000.0,3.0,75000.0,425000,27200000.0,22351667,49551667,0.009
Monterrey,G. Sánchez,Gustavo Sánchez,7,536,25,Left Centre Back,36,3240,0.17,330000.0,01-07-2021,30-06-2026,,,,,,5.0,,330000,47650000.0,10834167,61864167,0.005
Mazatlán,S. Fierro,Sebastián Fierro,16,534,24,Central Midfielder,25,2250,0.24,310000.0,11-07-2025,30-06-2026,,,,,,1.0,,310000,9710000.0,1747917,11457917,0.027
Atlas,Róber Pier,Róber Pier,7,533,30,Central Defender,25,2250,0.24,800000.0,06-07-2025,30-06-2026,,,,,,1.0,,800000,10890000.0,6566667,17456667,0.046
Club América,I. Lichnovsky,Igor Lichnovsky,7,526,31,Left Centre Back,35,3150,0.17,1350000.0,18-07-2024,30-06-2027,24/25,Verano europeo,3631.0,209513.0,2000000.0,3.0,666667.0,2016667,39090000.0,25266667,64356667,0.031
Pumas UNAM,L. Magallán,Lisandro Magallán,7,525,32,Left Centre Back,32,2880,0.18,,,,,,,,,,,0,12860000.0,5755000,18615000,0.0
Monterrey,H. Moreno,Héctor Moreno,9,516,37,Left Centre Back,36,3240,0.16,1500000.0,17-07-2025,31-12-2025,,,,,,0.0,,1500000,47650000.0,10834167,61864167,0.024
Necaxa,A. Andrade,Alejandro Andrade,14,515,24,Central Midfielder,29,2610,0.2,90000.0,01-01-2023,30-06-2026,,,,,,3.0,,90000,8700000.0,6121867,14821867,0.006
Santos Laguna,I. Govea,Ismael Govea,7,514,28,Right Centre Back,24,2160,0.24,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Puebla,F. Waller,Facundo Waller,9,496,28,Central Midfielder,26,2340,0.21,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Club América,R. Cota,Rodolfo Cota,6,495,38,Goalkeeper,35,3150,0.16,800000.0,01-07-2025,30-06-2026,,,,,,1.0,,800000,39090000.0,25266667,64356667,0.012
Puebla,E. Gularte,Emanuel Gularte,6,495,28,Right Centre Back,26,2340,0.21,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Puebla,J. Rodríguez,Jesús Rodríguez,6,495,32,Goalkeeper,26,2340,0.21,50000.0,01-07-2018,30-06-2025,,,,,,7.0,,50000,11000000.0,7816667,18816667,0.003
Santos Laguna,J. Pérez,Jonathan Pérez,6,495,20,Left Centre Back,24,2160,0.23,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Atlas,M. García,Mateo García,11,488,29,Central Midfielder,25,2250,0.22,680000.0,01-07-2023,30-06-2027,,,,,,4.0,,680000,10890000.0,6566667,17456667,0.039
Pachuca,J. Sigala,Juan Sigala,9,486,18,Right Attacking Midfielder,32,2880,0.17,,,,,,,,,,,0,18330000.0,0,18330000,0.0
Mazatlán,R. Meráz,Roberto Meráz,12,485,26,Defensive Midfielder,25,2250,0.22,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
Mazatlán,L. Amarilla,Luis Amarilla,6,480,30,Centre Forward,25,2250,0.21,,,,,,,,,,,0,9710000.0,1747917,11457917,0.0
Querétaro,A. Ávila,Alí Ávila,14,480,22,Centre Forward,22,1980,0.24,430000.0,22-07-2025,30-06-2026,25/26,Verano europeo,4961.0,704557.0,1000000.0,1.0,1000000.0,1430000,11550000.0,8850000,20400000,0.07
Atlético San Luis,J. Domínguez,Julio Domínguez,7,474,38,Right Centre Back,26,2340,0.2,980000.0,01-07-2023,30-06-2026,,,,,,3.0,,980000,8040000.0,1600000,9640000,0.102
Mazatlán,A. Herrera,Alberto Herrera,8,465,24,Central Midfielder,25,2250,0.21,250000.0,03-07-2025,30-06-2026,,,,,,1.0,,250000,9710000.0,1747917,11457917,0.022
Querétaro,F. Lértora,Federico Lértora,7,463,35,Central Midfielder,22,1980,0.23,800000.0,01-07-2024,30-06-2026,24/25,Verano europeo,4961.0,125104.0,1300000.0,2.0,650000.0,1450000,11550000.0,8850000,20400000,0.071
Atlas,Jorge Rodríguez,Jorge Rodríguez,9,456,24,Left Midfielder,25,2250,0.2,,,,,,,,,,,0,10890000.0,6566667,17456667,0.0
Mazatlán,Dudu Teodora,Dudu Teodora,13,455,26,Centre Forward,25,2250,0.2,380000.0,01-07-2025,30-06-2026,,,,,,1.0,,380000,9710000.0,1747917,11457917,0.033
Santos Laguna,S. Muñóz,Santiago Muñóz,9,448,23,Centre Forward,24,2160,0.21,,,,,,,,,,,0,9150000.0,3645833,12795833,0.0
Tigres UANL,V. Loroña,Vladimir Loroña,10,444,27,Right Midfielder,37,3330,0.13,530000.0,13-07-2022,12-07-2026,,,,,,4.0,,530000,36450000.0,10285834,46735834,0.011
Tigres UANL,A. Gignac,André-Pierre Gignac,12,443,39,Centre Forward,37,3330,0.13,5290000.0,11-06-2025,30-06-2026,,,,,,1.0,,5290000,36450000.0,10285834,46735834,0.113
Atlético San Luis,J. Suárez,José Suárez,7,443,19,Right Back,26,2340,0.19,90000.0,01-07-2025,30-06-2026,,,,,,1.0,,90000,8040000.0,1600000,9640000,0.009
León,V. Gauthier,Valentín Gauthier,6,440,22,Right Centre Back,28,2520,0.17,310000.0,01-07-2025,30-06-2029,25/26,Verano europeo,4941.0,1027438.0,870000.0,4.0,217500.0,527500,18000000.0,10275833,28275833,0.019
Cruz Azul,A. Montaño,Andrés Montaño,11,438,23,Central Midfielder,35,3150,0.14,700000.0,01-07-2024,30-06-2027,24/25,Verano europeo,3711.0,993722.0,3720000.0,3.0,1240000.0,1940000,23380000.0,28637500,52017500,0.037
León,E. Rigoni,Emiliano Rigoni,12,428,32,Left Attacking Midfielder,28,2520,0.17,,,,,,,,,,,0,18000000.0,10275833,28275833,0.0
León,E. Rodríguez,Emilio Rodríguez,15,427,22,Left Attacking Midfielder,28,2520,0.17,380000.0,21-07-2025,30-06-2026,,,,,,1.0,,380000,18000000.0,10275833,28275833,0.013
Tijuana,R. Franco,Ramiro Franco,7,427,22,Right Back,26,2340,0.18,110000.0,08-01-2025,31-12-2025,,,,,,0.0,,110000,11350000.0,11783333,23133333,0.005
Necaxa,Raúl Sánchez,Raúl Sánchez,13,422,28,Left Midfielder,29,2610,0.16,440000.0,01-07-2025,30-06-2026,25/26,Verano europeo,1146.0,536619.0,1000000.0,1.0,1000000.0,1440000,8700000.0,6121867,14821867,0.097
Mazatlán,M. Zaleta,Mauro Zaleta,7,421,23,Left Back,25,2250,0.19,110000.0,28-08-2025,30-06-2026,,,,,,1.0,,110000,9710000.0,1747917,11457917,0.01
Atlético San Luis,Léo Bonatini,Léo Bonatini,7,416,31,Centre Forward,26,2340,0.18,310000.0,01-01-2023,31-12-2025,,,,,,2.0,,310000,8040000.0,1600000,9640000,0.032
Atlético San Luis,S. Pérez Bouquet,Sebastián Pérez Bouquet,7,416,22,Centre Attacking Midfielder,26,2340,0.18,350000.0,02-01-2025,30-06-2026,24/25,Invierno europeo,40188.0,936956.0,500000.0,1.0,500000.0,850000,8040000.0,1600000,9640000,0.088
León,E. Ayón,Ettson Ayón,11,414,24,Centre Forward,28,2520,0.16,380000.0,01-07-2024,30-06-2026,24/25,Verano europeo,4941.0,945935.0,1200000.0,2.0,600000.0,980000,18000000.0,10275833,28275833,0.035
Cruz Azul,O. Campos,Omar Campos,17,409,23,Left Midfielder,35,3150,0.13,1060000.0,05-01-2025,30-06-2026,24/25,Invierno europeo,3711.0,854454.0,3800000.0,1.0,3800000.0,4860000,23380000.0,28637500,52017500,0.093
Toluca,S. Simón,Santiago Simón,7,407,23,Right Back,34,3060,0.13,890000.0,16-08-2025,30-06-2029,25/26,Verano europeo,1804.0,661131.0,3000000.0,4.0,750000.0,1640000,25380000.0,25421667,50801667,0.032
Guadalajara,Y. Padilla,Yael Padilla,13,406,19,Central Midfielder,30,2700,0.15,80000.0,01-09-2023,30-06-2026,,,,,,3.0,,80000,27200000.0,22351667,49551667,0.002
Querétaro,J. Piñuelas,Jesús Piñuelas,5,405,27,Left Centre Back,22,1980,0.2,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Atlas,M. Cóccaro,Matías Cóccaro,19,397,28,Centre Forward,25,2250,0.18,920000.0,04-01-2025,31-12-2025,,,,,,0.0,,920000,10890000.0,6566667,17456667,0.053
Pachuca,G. Togni,Gastón Togni,14,393,28,Left Attacking Midfielder,32,2880,0.14,400000.0,05-07-2025,30-06-2026,,,,,,1.0,,400000,18330000.0,0,18330000,0.022
Querétaro,J. Robles,Juan Robles,10,386,22,Left Midfielder,22,1980,0.19,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Necaxa,A. Oliveros,Agustín Oliveros,5,383,27,Left Centre Back,29,2610,0.15,750000.0,14-06-2023,30-06-2027,,,,,,4.0,,750000,8700000.0,6121867,14821867,0.051
Club América,A. Saint-Maximin,Allan Saint-Maximin,8,381,28,Left Winger,35,3150,0.12,5180000.0,12-08-2025,30-06-2027,25/26,Verano europeo,3631.0,272642.0,10300000.0,2.0,5150000.0,10330000,39090000.0,25266667,64356667,0.161
Querétaro,F. González,Fernando González,12,377,24,Left Midfielder,22,1980,0.19,150000.0,08-01-2025,30-06-2026,24/25,Invierno europeo,4961.0,1067605.0,400000.0,1.0,400000.0,550000,11550000.0,8850000,20400000,0.027
Pachuca,E. Valencia,Enner Valencia,5,373,36,Centre Forward,32,2880,0.13,1500000.0,11-09-2025,31-12-2027,,,,,,2.0,,1500000,18330000.0,0,18330000,0.082
Tijuana,M. El Ghezouani,Mourad El Ghezouani,6,372,27,Centre Forward,26,2340,0.16,790000.0,09-09-2025,30-06-2026,25/26,Verano europeo,13353.0,527972.0,1500000.0,1.0,1500000.0,2290000,11350000.0,11783333,23133333,0.099
Necaxa,J. Alcántar,Jesús Alcántar,7,371,22,Left Centre Back,29,2610,0.14,110000.0,01-07-2023,30-06-2026,,,,,,3.0,,110000,8700000.0,6121867,14821867,0.007
Querétaro,J. Colmán,Josué Colmán,6,361,27,Central Midfielder,22,1980,0.18,,,,,,,,,,,0,11550000.0,8850000,20400000,0.0
Puebla,M. Jiménez,Miguel Jiménez,4,360,35,Goalkeeper,26,2340,0.15,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Puebla,E. Navarro,Eduardo Navarro,5,355,21,Right Centre Back,26,2340,0.15,,,,,,,,,,,0,11000000.0,7816667,18816667,0.0
Tigres UANL,J. Vigón,Juan Vigón,19,347,34,Central Midfielder,37,3330,0.1,1130000.0,01-07-2021,30-06-2026,,,,,,5.0,,1130000,36450000.0,10285834,46735834,0.024
Mazatlán,J. García,Jorge García,8,339,23,Right Back,25,2250,0.15,210000.0,01-07-2025,30-06-2026,25/26,Verano europeo,82696.0,433216.0,200000.0,1.0,200000.0,410000,9710000.0,1747917,11457917,0.036
Mazatlán,G. Adame,Gilberto Adame,8,339,21,Central Midfielder,25,2250,0.15,90000.0,01-01-2025,30-06-2026,,,,,,1.0,,90000,9710000.0,1747917,11457917,0.008
Querétaro,Jesús Hernández,Jesús Hernández,7,321,21,Centre Forward,22,1980,0.16,310000.0,08-07-2025,30-06-2026,,,,,,1.0,,310000,11550000.0,8850000,20400000,0.015
Puebla,P. González,Pablo González,6,317,33,Central Midfielder,26,2340,0.14,530000.0,28-01-2025,31-12-2027,24/25,Invierno europeo,5662.0,158327.0,1000000.0,2.0,500000.0,1030000,11000000.0,7816667,18816667,0.055
Pachuca,I. Hernández,Illian Hernández,15,316,25,Centre Forward,32,2880,0.11,110000.0,01-01-2023,31-12-2025,,,,,,2.0,,110000,18330000.0,0,18330000,0.006
Cruz Azul,A. Morales,Amaury Morales,15,312,19,Centre Forward,35,3150,0.1,210000.0,01-07-2025,30-06-2029,,,,,,4.0,,210000,23380000.0,28637500,52017500,0.004
Cruz Azul,G. Giakoumakis,Giorgos Giakoumakis,12,304,30,Centre Forward,35,3150,0.1,,,,,,,,,,,0,23380000.0,28637500,52017500,0.0
Mazatlán,Á. Leyva,Ángel Leyva,7,304,19,Left Centre Back,25,2250,0.14,110000.0,01-07-2025,30-06-2026,,,,,,1.0,,110000,9710000.0,1747917,11457917,0.01
Santos Laguna,A. Lozano,Anthony Lozano,12,297,32,Centre Forward,24,2160,0.14,1500000.0,12-07-2024,30-06-2026,24/25,Verano europeo,1403.0,131275.0,2000000.0,2.0,1000000.0,2500000,9150000.0,3645833,12795833,0.195
