player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_Effectiveness,Score_Area_Domination,Score_Foot_Play,Score_Outside_Box,Score_Overall,Flag_Effectiveness,Flag_Area_Domination,Flag_Foot_Play,Flag_Outside_Box,Flags
37592,Luis Manuel GarcÃ­a Palomera,Toluca,10.0,962.0,Goalkeeper,1.0,36.517857142857146,78.57142857142857,51.42857142857143,28.57142857142857,45.97321428571429,False,True,False,False,Dominante
315482,Alejandro Padilla PÃ©rez,Pumas UNAM,12.0,1171.0,Goalkeeper,1.0,20.089285714285715,67.85714285714286,79.28571428571428,50.0,43.00892857142857,False,False,True,False,Con Pies
38338,Carlos AgustÃ­n Moreno Luna,Pachuca,35.0,3379.0,Goalkeeper,1.0,44.37500000000001,53.57142857142857,47.14285714285714,16.07142857142857,42.38392857142858,False,False,False,False,Balanceado
36406,Guillermo Allison Revuelta,QuerÃ©taro,25.0,2428.0,Goalkeeper,1.0,58.48214285714287,10.714285714285714,50.714285714285715,17.857142857142854,41.66964285714286,False,False,False,False,Balanceado
27225,Camilo AndrÃ©s Vargas Gil,Atlas,33.0,3209.0,Goalkeeper,1.0,33.660714285714285,35.714285714285715,59.28571428571429,57.14285714285714,41.4375,False,False,False,False,Balanceado
29518,Ãscar Francisco JimÃ©nez Fabela,LeÃ³n,9.0,875.0,Goalkeeper,1.0,38.839285714285715,30.357142857142854,58.57142857142858,25.0,38.026785714285715,False,False,False,False,Balanceado
47172,Benny DÃ­az JÃ¡uregui,JuÃ¡rez,11.0,1076.0,Goalkeeper,1.0,27.053571428571427,41.07142857142857,37.85714285714286,67.85714285714286,37.598214285714285,False,False,False,False,Balanceado
32917,Carlos Acevedo LÃ³pez,Santos Laguna,33.0,3181.0,Goalkeeper,1.0,41.16071428571429,28.57142857142857,42.14285714285714,26.785714285714285,36.63392857142857,False,False,False,False,Balanceado
6792,Pau LÃ³pez Sabata,"Pachuca, Toluca",11.0,1047.0,Goalkeeper,1.0,13.839285714285715,42.857142857142854,46.42857142857143,66.07142857142857,32.36607142857143,False,False,False,False,Balanceado
47190,Miguel JimÃ©nez Ponce,Puebla,24.0,2343.0,Goalkeeper,1.0,20.446428571428573,42.857142857142854,63.57142857142858,8.928571428571427,29.66964285714286,False,False,True,False,Con Pies
274933,Jorge Salim HernÃ¡ndez Soriano,QuerÃ©taro,9.0,861.0,Goalkeeper,1.0,18.125,10.714285714285715,52.142857142857146,3.571428571428571,19.5625,False,False,False,False,Balanceado
